label,tweet;;
"senang,""Okeh... Akhirnya nyampe dan sudah duduk dg cantik disini..... ..Dr. Heri, ibet want to see you and have some of discuss. ..Jesus leads... [URL]""";;
"senang,""""""A nation that destroys its soils, destroys itself. Forests are the lungs of our land, it's purifying the air and giving fresh strenght to our people."""" - Franklin D. Roosevelt..Happy International Forest Day. .SAVE FOREST, SAVE LIFE..best regard,.BSLC [URL]""";;
"takut,""[USERNAME] kayanya yg no. 6 salah rekap deh mas, not breaking down.""";;
"senang,""Well,shrsnya pagi ini gw uda dkota lain&brsiap mghadiri acara yg besar..Krn byknya rintangan& prtimbangn mmbuat gw brada dsini skrg..Trdengar sprti alasan..Its okay Sa,masi ada 1JUTA Cara& Kesempatan lainnya.. #hwaittiiing #gogogo""";;
takut,[USERNAME] Mnrtku ngga tp temenku cewek ttp bilang curang scr inheren krn pas hubungan suami istri si dia memikirkan pria lain. Well berbeda beda.;;
"senang,""Nasabah gue, pengusaha jual beli truk, handphone nya Allahhu akbar dah nokiah jadul sampe di karetin ya Allah...Ente tau dana rekeningnya berapa?.Rp X Milyar. I am not going to expose how much, but milyaran gengs. With that old and di karetin phone.""";;
cinta,Selesai di infus dan di periksa Dr. Skrg uno masuk ruang isolasi. Uno akan dirawat total disini selama 5 hari. Get well soon honey! Uno pasti sehat lagi! Love you  [URL];;
"marah,""Ketemu tipe emak2 tukang sirik, dendam, benci, dan iri...Diemin aja, Gus. Ntar juga kena karmanya sendiri. You're not on her level.""";;
"marah,""Siapapun lo, mau lo followers gua atau bukan please stop. It's not even funny anymore.""";;
"sedih,""Salah satu hal yang kadang bikin nyesek adalah, pretend that we dont know whats going on""";;
"cinta,""[USERNAME] """"Or maybe playing first, and let's eat again if we not sleepy?"""" Gabbie meraih wajah Bian, dan mengelus perlahan pipinya, hingga jatuh ke bibir. Memusatkan perhatian netranya disana. ..""""Can we?""""..([USERNAME]""";;
"marah,""We riot coz its only for girl, .Well udah di delete juga sih tweetnya....Ganas ganas masyarakat sekitar sini emang ..[USERNAME] [URL]""";;
"marah,""[USERNAME] Ya I used to be like that but I learned that, selama orang itu gak minta diperbaiki, ya no need to be rude sih hehe takutnya tersinggung. Nah ini yang bener malah sok dibenerin. Kan gondok sayaaaaa""";;
"sedih,""[USERNAME] sbnrnya kasian bgt, dia juga cari duit tp malah dgiin sm penumpangnya. emg sih, disatu sisi lo pun jg ada urusan but at least give him some money""";;
"takut,""Ini hanya polling iseng. Well, kalau ke mcd mending aku beli apa ya?""";;
sedih,EVER HAS IT BEEN THAT LOVE KNOWS NOT ITS OWN DEPTH UNTIL THE HOUR OF SEPARATION  KAHLIL GIBRAN (Cinta tidak akan pernah diketahui kedalamannya sampai (merasakan) jam-jam perpisahan);;
"cinta,""WHERE WE LOVE IS TRULY HOME"; HOME THAT OUR FEET MAY LEAVE, BUT NOT OUR HEARTS  OLIVER WINDELL HOLMES (Tempat yang paling kita cintai adalah rumah;" rumah dimana kaki kita bisa saja meninggalkannya, tapi hati kita tak bisa melupakannya)"""
"senang,""Malam ini, arti sesungguhnya dari kalimat #FinoAllaFine benar-benar ditunjukkan para pemain [USERNAME] [USERNAME] [USERNAME] Thanks boys. Well done! EPIC COMEBACK  ..#JUVEatleti .#FORZAJUVE""";;
"sedih,""[USERNAME] Wow aku nya sih okay, kalau dompet not okay""";;
takut,Agak sedikit bingung ngeliat orang orang kaget ngeliat TZ ngomong gitu... isnt that aligned well with his speech all this time?;;
"cinta,""THE MOST IMPORTANT THINGS TO DO IN THE WORLD ARE TO GET SOMETHING TO EAT, SOMETHING TO DRINK AND SOMEBODY TO LOVE YOU - BRENDAN BEHAN (Hal yang paling penting dilakukan di dunia ini adalah mendapatkan makanan, minuman dan seseorang yang mencintaimu)""";;
takut,[USERNAME] Awas ada plankton;;
"senang,""Can,t Wait Digging Indonesia Music. : Jakarta, Indonesia [URL]""";;
"sedih,""Its kinda sad when ure regular doct isnt in Indonesia anymore, faklah ganti dokter lagi heu.""";;
"sedih,""God is great, Mr. Harvino, an experienced Indonesian aviator, said, then recited a verse asking God to grant a miracle...But there was no miracle on Oct. 29, when the brand-new Boeing 737 Max 8 dived into the Java Sea in Indonesia.....[URL]""";;
senang,Lawan kantuk n flu untuk vote .. Why not ?!..#TwitterBestFandom #TeamBTS.[USERNAME] .#.#SoompiAwards;;
sedih,and 1 lagi. gw kmn2 sllu hoodie'an. trus ikat tali hoodie kepala jg biar ga lepas. YA SEGINI NYA GW..sekali nya gapake hoodie berasa TELANJANG padahal msi pke baju. duh kebiasaan ku;;
"cinta,""[USERNAME] Hey Mba, hope the surgery went well dan pemulihannya semua lancar.""";;
"senang,""I know this very well. Jgn lupa, kita mungkin generasi terakhir yg tiap hari minggu, atau sore hari berdebar penasaran liat kartun favorit di tv: sekaligus skrg bisa yutuban kalo kangen kartun tsb [URL]""";;
"senang,""[USERNAME] Hi crews, kan udah nih share persyaratan kasting dan teman-temannya, sekarang all of you tidur dulu gih. Masih ada waktu buat ketemu sama kita yang mau join. ..Jangan sampe sakit juga, istirahat yang cukup. Because you did it well. I'm proud of y'all.""";;
"marah,""G: iya bu, iya..B: please kamu kabari saya kalau emailnya pagi ini kamu terima ya!..G: Siap Bu..(Kemudian cek email masuk)..G: Well accepted ya Bu, saya cek filenya...11.47.B: Btw, sorry dhit, emailnya dr kemarin nyangkut di outbox, belum terkirim...Bhaiquelah~~~~.#SelasaSambat""";;
"marah,""Ini kalau diitung2, kubu 01 keluarin berapa kartu buat narik dukungan rakyat yah? 2014 aja udah banyak kartunya. Skrg nambah lg? We need concept, not cards""";;
"marah,""[USERNAME] INI JUGA YANG KMRN DIA LIAT, tapi sih ku yaudah biarin aja dia mau beli or not~""";;
"sedih,""Well... mau ngelupain tesis sedetik mana bisa :( bangun tidur yg dilihat begini..begini..begini..iyaa, emg aku tuh orang nya harus ngelakuin apa yg diliat, semua harus dilist. Biar teratur mana dulu yang mau dicapai heheu. Tapi sad ya banyak bgt mau nya kaya perusahaan start up- [URL]""";;
marah,[USERNAME] Ngapain sih spall spill spall spill. Emang gak bisa diomongin berdua baik baik aja gitu? Kalo emang udah sebel sama orangnya ya tinggal putus komunikasi susah banget. Not cool dude.;;
"marah,""Habis itu, saya mau cancel gak bisa karena gak ada on going order di aplikasi saya. Lalu muncul lah telepon2 dari driver gojek yg katanya nerima order dari saya. Saya jelasin kalo saya gak jadi berangkat, dan mau saya cancel tapi aplikasi error.""";;
"marah,""elitism. isi tabungan bisa juga beli barang yang dijual di mall bling-bling tapi ya rasanya gak worth aja. lebih nikmat makan di nasgor pinggir jalan depan fx dari pada di dalem fx. because I enjoy food, not enjoying paying tax and services.""";;
"cinta,""kau tahu? Sudah hampir satu jam kuputar ulang lagu ini. Kau ingat masa itu?..&gt";&gt;".Cause I will fall for you no matter what they say, I still love you I still love you.You'll never be alone now look me in the eyes, I still love you I still love you - mikha angelo"""
sedih,[USERNAME] I'm not Oke kalo nggak ketemu mereka pas ulangtahun 30 ko :(;;
marah,Simpati sering sekali down. Hm;;
"marah,""This why. Bertebaran worker cina, ktp buat cina. Banggain infrastruktur hasil utang cina. Melek wooi meleeek! #2019GantiPresiden""";;
sedih,Paling g bs liat anak sebaik dia yg slu terus2 an dibuly.. Halooo dia jg manusia biasa.. Sekali aja liat dr kerja keras dia yg sudah menghabis kan masa anak2 nya buat negara..Tuhan kuatkan dia [USERNAME] rasa percaya dirinya agar dia mampu tuk kembali menjadi juara.. [URL];;
marah,Top 20 questions that annoys people: mas password wifi apa ya;;
senang,[USERNAME] Wkwkw its not about that.. senyumnya itu loh judes2 manis;;
sedih,Keterpurukan pengetahuan politik ini yang kita alami disumbang juga oleh masyarakat yang well educated tentang politik tidak menjalankan fungsi sosialnya sebagai bagian dari yang mencerdaskan bangsa #PrabowoDanSandiUntukRakyat #KompakSATUJokowi #pedulipolitik;;
"sedih,""Tau ngga apa yg bikin sedih? Yg lain udah semangat bakal manggung di tahun 2020, tapi kenyataannya cuma tiga orang doang. Well, mereka bakal tetep tampil dengan profesional tapi rasanya pasti ngga sama dgn konser yg dulu-dulu. Ada kesedihan, ada kecanggungan, ada rasa kehilangan.""";;
"cinta,""I'm not perfect, tapi jago bikin kamu merem melect.""";;
senang,Seminggu sekali scroll timeline Instagram (not the story) feels like enough for me to quick-catch-up to my friends life. Hidup diri sendiri juga jadi jauh lebih fokus dan mikirin hal-hal yang seharusnya gak dipikirin jadi berkurang;;
"senang,""Anak pertama usia ampir 5 thn nanya """"adek bayi keluarnya lewat mana?"""", untungnya sy udh baca2 dl jd intinya jawab aja apa adanya secara ilmiah. Di luar dugaan, she accepted it very well""";;
"sedih,""Selalu denger """"biar publik yang menilai, publik sudah pintar"""". Well clearly we don't""";;
"marah,""Pernah punya temen fake dan pencitraan nya sampai bikin mau muntah ?.Well, I have.""";;
"sedih,""LIFE IS LIKE A PHONE CALL WITH A LOVED ONE. WHEN IT IS CUT SHORT, WE REALIZE HOW MUCH OF IT WE HAVE WASTED - KLBSEAGUL (Hidup itu ibarat telepon dari sang kekasih. Ketika terputus tiba-tiba, kita sadar berapa banyak waktu yang telah disia-siakan)""";;
"takut,""1. """"Have you wondered - what if we were an item?"""" Right then, sparks fly wildly inside Palm's mind, knowing that this might be the only chance for him to cross the borderline ,kata2 dari gink ke palm,intinya mereka gak mau pacaran karena takut putus dan gak temenan lagi.""";;
"senang,""[USERNAME] Not officially yet- gimana deh. Tapi kalo mau cerita hayuk, aku baik dalam hal mendengarkan :)""";;
"marah,""Tiap ada masalah dishare ke status Whatsapp, why?""";;
senang,really like DIA outfit for mucore today  merah putih tinggal di gerek;;
"takut,""ada yang ributin penggunaan kata teroris sama gunman. ada yang ributin kubu capres ini gaberani nyebut kata teroris karena bla bla bla. ada banyak so-called-influencer/public figure nyebar videonya......dan ada aku disini, yg cuma bisa bergumam why.... sambil scroll TL.""";;
"cinta,""[USERNAME] Hiii semoga lancar yaa aku yakin kamu pasti bisa, apalagi kalo udh berusaha pasti gabakal sia2 semangatttt you can do it bby""";;
"takut,""What do you do? Kalo udah lama nggak ketemu sama doi karena doi sibuk lgi ngerjain skripsi tapi doi jalan mulu sama teman2nya?  Gw bisa aja nyamper maybe, yaa ibaratnya lu sibuk karena fokus ngerjain skripsi, tp pasti ada waktu yg free buat refreshing ... [URL]""";;
"sedih,""Gue sebagai vip, ga ngebela sama sekali si seungri. Apapun alasannya, dia pelaku dan terbukti...But, seeing people making jokes on him bcs of his scandal. It hurts me and breaks my heart into pieces""";;
"sedih,""Gue masih bingung ya, kirain fresh graduate doang loh yg banyak gak paham etika kirim email...Sekelas (yang menurut CVnya) """"Senior HR Executive"""", ngirim email masih aja gak pake subject, gak pake body email. ..Asal aja tuh attached CV. .I just can't....... :')""";;
"senang,""daripada gue terpapar toxicity, ikut2an ngeluh, makin merasa hidup itu penuh beban (well, everyone has their own battles to fight), mending gue uninstall aja. sesimple itu guys. intinya: be kind to your mind""";;
"cinta,""[USERNAME] Jeffri bergumam lembut, entah setuju atau mempertanyakan objektivitas pernyataanku barusan. But yeah, who cares? Aku nggak terlalu memikirkannya. Karena sekarang dia menatapku dengan intensi berbeda...Well. Not here, Jeff..([USERNAME]""";;
takut,Now they drag byeonggyu as well... (ku udah nguwatirin circle nya jonghyun dari jjy kena);;
"sedih,""Pagi2 semangatt naik kereta ke jakarta, buat take video dll. Nyampe jakarta malah sakid perut :')..Samyang! You broke my heart so well :'''')""";;
"sedih,""[USERNAME] Sakit nder. Soalnya semarah apapun atau sesantai apapun mamahku ga pernah segitunya sih..Tapi ya balik lagi ke keadaan keluarga masing masing, kalau kamu okay dan mamahmu selow. Ya why not?""";;
marah,[USERNAME] You're not alone. W jg salah satu org yg pada akhirnya lebih nyaman sendiri karna terlalu lelah dikecewakan oleh society. Mungkin taraf kecewanya w for some ppl udh sampe taraf lo mau ngapain aja bodo amat anjng w udh kagak peduli lg mau die jg bodo amat.;;
"senang,""Earlier, when I was on my way home from, the ojol driver suddenly ask me out of nowhere: """"Mas, suka bola ga?""""..And surprisingly, I was capable to give bare-minimum banters like:..""""Oh Indonesia main lawan mana?""""..""""Emang kualifikasi piala apa?""""..""""Wah lawan Thailand ya, susah tuh""""""";;
"marah,""[USERNAME] Nanggung lah...bikin survey koq not realistic, sekalian aja 100%""";;
sedih,[USERNAME] ;; Get well really soon Koko  banyak banyak istirahat ya Koooo!
"sedih,""Need to get some sleep, but then hasrat dan keinginan untuk modeling jauh lebih tinggi dari pada kebutuhan untuk tidur. DOSA APA INI MULES BGT PERUT WAAAA""";;
takut,Some countries banned their airlines from using B737 Max 8 but not in US. Pahem sih Boeing lahir disono tapi yhaaa... nyawa orang gitu;;
marah,[USERNAME] mungkin sama komen nya dia waktu dapet gelar santri trus gak lama jd ulama... it's not a good example definitely.;;
"marah,""[USERNAME] hahaha Salah has been selfish and greedy, unsur-unsur muslim yg baik sudah tergerus pada diri salah akibat sombong dan gapernah selebrasi sujud lagi [USERNAME] [USERNAME]""";;
senang,Woohoo! Finally MRT Jakarta Is HERE! Abis ini transportasi umum di jakarta makin gampang deh! Inget banget dulu awal kerja pilihannya cuma bisa naik trans jakarta/ kopaja/ metromini &... [URL];;
senang,TIX ID ini semacam nomat a.k.a nonton hemat is back but in digital way. Kmrn cuma top up 50rb buat nonton pas di Solo kepake cuma 28rb. Td iseng liat jadwal film Us dan ternyata saldo masih cukup. Lgsg sikatlah.;;
"marah,""Dahal yg butuh die,yg ga ontime juga die. Yodehlah bye motherfucker i'm going to sleep egen""";;
"senang,""Bonus foto sama Pak Arief Wijaya my former supervisor yang di research gate punya 38 jurnal paper dan tiap aku email hasil kerjaan selalu dibales """"Thank you Indi, very well appreciated""""  [URL]""";;
"marah,""Apalagi?  Kalo godain orang lain? Well, aku posesif. Rio punyaku. ..Sama...kalo susah dikasitau. Disuruh demi kebaikannya, malah.. [URL]""";;
sedih,[USERNAME] Well.. sudah berusaha meskipun banyak bola out dan tidak menyebrang. Come back stronger bro;;
"marah,""[USERNAME] [USERNAME] Itulah makanya jangan gampang digoreng sama media atau meme ga penting, terjun langsung dan tanyakan opini mereka yang terkait langsung... ..**spread the positive vibes not hoax""";;
"marah,""Mumpung belum terlambat mas, suka terhadap sesuatu benci terhadap sesuatu, janganlah membongkar aib yg sudah meninggal. Go back, tidak usah urusin itu politik, hidupmu hanya sekali, use it well.""";;
marah,Udh episode 4 tp ini masih abu2 bgt.Hadehh inilah disaat gw ga suka drama on going  [URL];;
senang,When your friend is your HR in office..: Kamu ulang tahun ya?.: Kata siapa?.: Kata data karyawan...Lha iya bener juga..??? Apa yang bisa aku umpetin dari kamoh sist [USERNAME] ?? *sungkem*;;
"senang,""It's not that hard ka, nanti juga terlewati :)""";;
"marah,""Buka ig terus di suggested for you ada nama mantan,,hmm kenapa harus muncul sih""";;
"senang,""yaiyalah, klo ditembk mah bisa mati :v but rezeki pantang ditolak  [URL]""";;
"sedih,""[USERNAME] Been there before. Gapapa kak, emg itu benteng pertahanan kita drpd kitati sama org yg salah??""";;
"sedih,""Katanya sih perempuan bakal demen banget sama laki-laki yang """"loves his mom a lot and doing everythings for his mom"""", and But the reality ...... Aku lagi mimpi di siang bolos... hahaha..Bangun bangun dasar pemalas!!!""";;
"sedih,""[USERNAME] Get well soon sender  ak pernah ada di posisi kamu, sering deh.""";;
"senang,""Buka earphone eh dengar suara hujaaaaaan, sleep well""";;
"sedih,""Papa ku kira selama ini gue lg un, so he acted all supportive and nice, and he found out that i'm just having an usbn(and it's ofc a big deal but not as big as un &gt";" menurut papa)jadi kembali lah papaku menjadi normal lg dgn tidak peduli nilaiku yg penting aku adalah anak yg baik""";
"marah,""[USERNAME] Lo udah pilih jalan lo jangan disesalin. Well this is life and you need to choose. Bagaimanapun hubungan kalian bisa dibilang toxic karena you already knew he has another lover and that's not you. Mantan lo cuma mau drama, nambah bumbu-bumbu cinta kamu. that's bullshit you know""";;
takut,Well...Gw ganti sprei sebulan sekali. Trus ganti baju tidur tiap 3X pakai sih. Entah kenapa sama kayak isi artikelnya. ..But i always keep my bed clean! [URL];;
marah,4 tahun lalu he said  aku gak akan jadi budak korporat!! .Well well well;;
senang,[USERNAME] waaah seneng banget nemu yg sepemikiran gini hahaaa am not the one;;
"marah,""[USERNAME] WKWKW. Terus ngape? Kicep bat kek putri malu. We've been through sukarno, through suharto. Kalo pun yg ditakuti benar terbukti, ngapain takut. Lawan. Kalo cuma takut si ono kepilih, Itumah lu mau enaknya doang.""";;
"marah,""When atasan terbaek lu pindah ke area lain, tapi atasan terngeselin lu dulu malah balik lagi kesini. .Kenapa ga pindah2 itu orang""";;
"marah,""""""Kegenitan generasi tua"""" wow jadi lu bilang gw genit? Well at least some generation can take jokes...but maybe not you""";;
"sedih,""Well, tiap orang bisa berubah kapan aja. Apalagi faktor yg mendorong perubahan itu rasa kecewa. Jan harap semua bisa sama kek sebelumnya~""";;
"marah,""More than 3 years ago, i suggested my client to do some activity. Sedia sepeda di area Sudirman, bisa dipake dengan cara nukerin botol minuman (produk dia) kosong sbg pembayaran. Tentu g diapprove. Guess what, skrg healthy lifestyle lagi in dan penyewaan sepeda beneran ada.""";;
marah,[USERNAME] Ada videonya di dispatch? Dia cuma bilang maaf atas ketidaknyamanan ini well hellooo~~~~ gitu doang.;;
"sedih,""Pts: sy sakit apa dok?.Me: infeksi.Pts: gmn spy gk trjadi lg?.Me: infeksi itu bs trjadi krn 3 komponen utama diri ibu, lingkungan, dan ada kumannya (theory of host-agent-environment kicks in).Pts: udh gt aja?.Me:  (Well surprisingly it took me half of my lifetime to learn that)""";;
"senang,""[USERNAME] You're not alone. Chill, ambil data sebulan, ngerjain sebulan. Waktu sisa 4 bulan lebih~~""";;
"senang,""[USERNAME] Sebagai seorang bartender, jelas bar merupakan tempat yang paling sering Key datangi. Buktinya, walaupun malam itu Key sedang tidak shift, tetap saja malamnya dia habiskan untuk mengunjungi salah satu bar di Jakarta...Not that she hates it, anyway. Key selalu senang ...""";;
"senang,""Risk comes from not knowing what you are doing  , selamat pagi dan selamat bekerja kembali hari ini . I love monday lah""";;
"senang,""[USERNAME] Uuuu well written, okeoke ku mulai mengerti sekarang~ terimakasih referensinyaa~ ini tp bru review 1 single ya, yg 1 album ada ga ya dr jurnalruang?""";;
sedih,Benar-benar kepikiran. Ya Allah semoga bai-baik saja agar bisa kembali activity.Get well soon sayang...#HAM911MA HY3818;;
"cinta,""[USERNAME] """"Awesome"""" jawabku tanpa pikir panjang. Well, apa sih yang ada di pikiranku tiap kali melihat Jeffri, standing on stage, playing guitar, and singing? Hot. ..Aku menangkup kedua pipinya dengan tangan, dan tersenyum lebar. """"Congratulations, Enam Hari will be a big hit right after""""""";;
"sedih,""[USERNAME] """"yaaaaah kok bisa lupa gitu sih? yaah nggak well itu.. kalian berdua ngulang dong...""""""";;
"marah,""Mgkn dulu kubu kita pernah di prediksi sprti togel..,yg bicara si nganu......nah lho,..kalo rumus'an gini gmna,...bisa""""gondokan seumur hidup x., [URL]""";;
sedih,The one and only brown jacket. How can I said to you ???..Just wanna play back the time and reconstruct it...Yahh penyesalan selalu datang di akhir..#jaket;;
"sedih,""Sepertinya memang saya tidak pernah mencintai seseorang, selain diri saya sendiri. Dan kemungkinan hal ini yang membuat saya tidak pernah benar - benar berjuang untuk pacar - pacar saya dulu. When they asked to break up after we fought, I'll say yes easily.""";;
"marah,""I'm his fans, tapi emang kalo dia salah dan kelakuannya begitu dia pantes dapet hukuman yg setimpal, udah gila sih ini dunia kpop""";;
"senang,""#latepostbingits agains~ hehe. Happy weddings mba [USERNAME] dan Mas Brata..Hopefully your family be a sakinah, mawadah, and warrahmah.... [URL]""";;
senang,[USERNAME] Okooo congrats malah gua yang can't hold my tears  alm bapak pasti seneng;;
sedih,When your mom memganut niqa memecahkan segala masalah [URL];;
"senang,""[USERNAME] coba mulai dari liat vocab di lagu west, tulis vocabnya. read some books with easy vocab, sumpah it works kl kamu rajin dan niat, aku pub masi proses""";;
"marah,""[USERNAME] Widiiih..ini admin apa presiden apa capres ngetweet kaya gini . one thing is sure, this guy is battling his own people""";;
marah,[USERNAME] Well gue salah kalimat harusnya sebelum kata ngobrolin gue tambahin BISA;;
takut,[USERNAME] Agree... Tp apakah mayoritas cewe begitu? Some cowo gak terlalu suka sama cewe yg over posesif :);;
"marah,""Gue jg pernah terganggu dgn kejadian ini  trs gw minta utk ketik lengkap  well setidak nya """"Assalam dongs  [URL]""";;
"marah,""""""Well, karna kita tidur kelamaan jadi bangun kelamaan""""..Logika tak berkonklusi""";;
"senang,""Tenang yan , kalo udah waktunya. Pasti ada yg ngajak lu kok, sesederhana apapun keadaan nya itu akan menjadi yg terbaik...All is well yan , all is well...Jgn lagi menekan dan memaksa siapapun, kasian mereka , itu tidak baik.""";;
"marah,""[USERNAME] Golongan? Golongan mana? Saya muslim? Golongan siapa yang anda maksud?..Apakah golongan mereka yang setia dan mengajak orang lain untuk berbuat hina? Mabuk? I'am sorry, i am not like you. Good bye!!""";;
"marah,""suka kesel sama diri sendiri, udah tau anaknya kepo-an masih maksa nonton drama yg masih on going:) yaudah deh.........""";;
sedih,well yg lain pada mainan saham apa daya gue cuma bisa maen hago :(;;
senang,Saya main game hentai pun hingga sekarang tidak menjadi sex predator. Well said [USERNAME] ! It's all about self-control! [URL];;
"marah,""Yang dibutuhkan saat ini adalah tindakan kita bersama untuk stop hate speech baik itu berkaitan SARA and stop bullying or trolling, shitposting whatsoever. It's not cool. You never know when the nightmare comes. Mulailah perhatian terhadap orang-orang disekitarmu.""";;
"marah,""Semenjak ditelpon Contact Center Telkomsel buat pindah ke kartu Halo dan menolak, jaringan malah makin lambat. Ada something nih keknya.""";;
senang,Makasih semua just hit 1 Million  folls on insta specially Abqars! love u guys so much [URL];;
senang,When aku denger lagu bangtan AUTO JOGET BGST.#TwitterBestFandom #TeamBTS #SoompiAwards [URL];;
"takut,""Fase umur skr ditanya masalah: kapan nikah?.Well, I don't give a shit abt marriage. I just wanna be happy. I told to my parents like that, and ofc, the answer was: bahagia ortu lebih lengkap bisa liat cucu pas kita masih sehat..Well, kayanya ku harus adopsi anak asap..""";;
"marah,""Karena ya emg di peak season, workload nambah dan harus di kerjain dalam kurun waktu yg singkat (bgt). Contoh, dapet task nya sore + banyak, harus selesai besok siangnya. Ya emg udh dpt deadline dr sana nya begitu & it doesnt mean that my workload is not well-managed""";;
"senang,""[USERNAME] sudah siap2 istirahat kah? Hari yg menyenangkan nih, well tak lupa ya rasa syukurnya selalu  naw segera istirahat gih esok show 1 ada apa ya  good night""";;
"cinta,""[USERNAME] CAYANG BANGEEET, KAMU KENAPA.GET WELL SOON YA!..kerja jangan capek capek harus inget kesehatan, love""";;
"marah,""ngupdate """"masi aja nyindir orang di status"""".well, kadang memang otak, hati mulut, tangan ga sikron. ato memang ga ada otak?""";;
"marah,""Minjemin duit ke orang yg punya rumah seharga 900jt, mobil ada 3biji motor 2 biji, pas ditagih belom dpt uangnya? Well helloooo aset lo motor kasih gue aje mas broo.. gimana?""";;
senang,[USERNAME] Aaaaaaa oiyaa udh tahun terakhir yaaa. Semangat yah fan I hope things are going well;;
"takut,""Well, gue belum tau mau milih Capres 1 / 2. Tapi gue ngerasa kayaknya Capres 2 bakal menang.""";;
sedih,[USERNAME] Kerjaan banget yaa tengah malem gitu..Btw get well soon yaaaa;;
sedih,Klien super baik pingsan krn kelelahan akutu gabisa diginiin. Get well soon mas;;
"sedih,""Well, ketika semua org menyalahkan gue. Ya gue gak bisa apa apa. Padahal lo cuma liat luarnya aja. Tapi langsung ngejudge. Mending gue tarik napas yang panjang aja deh.......... Huft""";;
"senang,""[USERNAME] [USERNAME] Bang Sandi saya hanya mau mengingatkan bahwa debat malam nanti, Bang Sandi menghadapi seorang politisi dan bukan ketua MUI yang kiyai. Do not make your supporters be dissapointed!""";;
"sedih,""I've learned something. Di balik ungkapan seseorang """"Ah, udah biasa itu mah."""" tersimpan """"Well, I'm done.""""""";;
"sedih,""[USERNAME] Entahlah, menurut gue setiap individu punya kemampuan intelektual yang berbeda-beda dan nggak bisa diukur dengan satu quantified standard yang sama. Just because a person isn't good at math, does not mean they're stupid per se. Tapi sistem pendidikan yang sekarang kayak gitu kan?""";;
"marah,""[USERNAME] well, just tryna be honest sih...hehe..drpd maksa bilang """"i knew it, amber dr dulu mencurigakan!"""" kayak yang lagi rame""";;
"senang,""Well gapapa dah gagal jadi anak keamanan, yg penting skrg bisa ikut sekdan ~~""";;
sedih,[USERNAME] mungkin badannya mmg lagi butuh istirahat.hope you are well .siap 2 hari berturutturut zumba lagii;;
"senang,""[USERNAME] I noticed! Bagus suaranya ..Seru kok, akhirnya (well sejak 2017 sih) ngerekam podcast gak sulit-sulit amat hoho""";;
"sedih,""Not good, not good.. Maag gue selalu kambuh sejak kerja di sini.. Setres""";;
"marah,""Dari semalem tau lagi emosi mau buka IG ga bisa, mau hapus something di FB doi ga bisa, ditambah Whatsapp mau kirim gambar susah nemen. Parah  #instagramdown #facebookdown""";;
"takut,""Lu bilang sayang sm gw. Tapi lu milih pergi sama dia. So, which one should I believe?""";;
sedih,[USERNAME] Duh chelsea fav. Tapi lagi down. Anjiiir apalagi klo hazar out dari chelsea;;
cinta,[USERNAME] Ok SALAH ..Falling in love with people we can't have ..Ketinggalan t nya wkwkwk;;
"takut,""Kesimpulan hidup sampai hari ini: very unpredictable and unexpected. Makanya jangan percaya sama fortune teller, no one knows whats gonna happen next""";;
"senang,""[USERNAME] Aamiin aamiin yaAllah, Allah suka bgt sama org yg berusaha dan berserah diri. You did well! Kamu pasti bisa nder, percaya sama diri kamu sendiri itu kuncinya. Kalo seandainya belum rezeki kamu tenangggg msh banyak jalan yg bagus utk dilalui, semangattt""";;
senang,[USERNAME] well done dek ^^ naw mumpung ada waktu jalan2 dulu sabi si;;
senang,[[USERNAME] i also have a surprise for you tonight! kira kira surprise nya apa hayooooooooooooooo?;;
senang,[USERNAME] Well said.. semua tau siapa yg salah kok  tetaaap semangaaaat;;
senang,shout-out to all my Juventini friend.. well deserved.. semoga tim kita bertemu lagi.. #JuveAtleti #ManUtd  #Juventus;;
"senang,""Tiba2 semester enam-ku dipenuhi dengan tawaran social project,..Dan anehnya saya sangat bersemangat dengan adanya project ini padahal blm tentu kepilih..Oh, i hope this ends well""";;
"takut,""[USERNAME] [USERNAME] Jauh sebelum itu, mnrt saya pencegahan jauuuh lbh penting. Well, i dont know, tp hrsnya bpjs pnya dana utk peningkatan kualitas kesehatan masyarakat, tetang kesadaran utk beraktivitas sht, makan sht, krja sht n aman, dll. Krn sbnrnya penyakit health insurance ya tingginya nilai..""";;
senang,[USERNAME] some of us kali lebih tepatnya. soalnya temen2 gue baik2 aja sama gue tetep main ngajak makan bareng2;;
"senang,""Gitu dong.. berani .Gue sih berani2 aja jadi penanggung jawab, tapi gue mau sebar dulu ke anak cowonya, siapa yg berani. Ketua angkatan no reponse dr awal ditanya. Yang tertua jg nggak bisa ngasih jawaban. So, I was really glad when you gave """"yaudah"""" answer.""";;
marah,we're not that close untuk pergi bareng. baru kenal brapa lama aja udah ngajak2 pergi. gak suka banget woiii. udah gitu ngebet banget pula;;
senang,[USERNAME] EH BENER DIA TUH ADA something sama aq;;
marah,Thats why selalu males ke CS bank. Maunya cuma ganti kartu/ buka m-banking malah ditawarin unitlink ini itu [URL];;
"marah,""[USERNAME] STOP panggil dia buluk! Pliss lahh... Seganteng ini pada panggil dia buluk lah, malika lah, hellaw. Where's your eyes? his talented boy [URL]""";;
sedih,sekarang baca konten tumblr kok can't relate yaaaaa;;
takut,Guys please tell me skz beneran mau ke indo lagi??;;
"sedih,""When hari ini kamis dan di kantor batik day..Dan tak sengaja ada orang yg sama persis baju batiknya, fiks langsung pake jaket""";;
