text,emotion
nonton itaewon class tiap episodenya aku emosii sama org2 janga. heran ada aja cara buat jatohin sae royi,terkejut
"Saat terjadi lock down hukum ekonomi berlaku dengan sendirinya, barang terbatas konsumen banyak harga barang bisa naik 100 kali lipat. Jadi tdk usah heran apalagi kaget. Astaga! Kota di-Lockdown, Roti Sebungkus Dijual Hampir Rp 2 Juta",marah
"Makin lama muak gue sama orang norak ada kosakata baru dikit2 open minded lah, dark jokes lah, tolong cuy ini sensitif bgt, kalo kaya gini lo menggeneralisir sesuatu ga sesuai konteks nya berarti, ya sama aja kaya dark jokes kemaren tentang virus corona, udh tau dark jokes",jijik
"terkadang orang yg uda kurus bener kek triplek, masi aja ngeluh atau nanya kurus gk, ah aku gemukan. mikir si ada yg lebi gemuk dr elu, dan mereka enjoy. kalo lu blg gini gemuk gk? gw tersinggung anj, gw iri pen sekurus yg lu bilang gemuk gk ini hmmm",marah
"Iya lagian kan tujuan mereka nge spill buat apa? Itukan twt 10 tahun yang lalu, udah basi banget rasanya kalo harus di permasalahin, im saying this bukan karna ardhito ganteng atau famous, muak aja sama org yg bilang ke base tau tentang maksud dari twt ardhito ini itu",senang
"Gausah dikeluarin yang, kasian takut ada calon anak presiden nanti",senang
terkejut ingat nak mati dah rupanya nak tidor ja hahahaha,terkejut
"Muak sdh kita melihat sistim penegakan hukum saat ini, semena mena menindas rakyat kecil, sdgkan yg kakap banyak yg bela?",jijik
"Walaupun ada kata ""maaf"" dan bukan aku yg ditanya, tapi aku tersinggung, sakit hati bacanya",marah
"Dah mabok nabrak org sampe meninggal, ngamuk ngamuk pula Ngeri banget eh org jaman sekrng",takut
Provokator bapak moyangmu anjing kurap?? Wajar kalau kami tersinggung kalau rumah ibadah kami du rusak... Anjing bahlul lo..,marah
"Banyak duka yg hanya disimpan sendiri hanya untuk memenuhi '2020 ini aku harus bahagia, opo wae sing marai bahagia dilakoni'",sedih
"Saat itu.. Di shelter 3 gunung kerinci.. 19 tahun yang lalu.. Ketika itu aku mulai memikirkanmu, kagum, terpesona.. Dan membawamu pulang...",terkejut
"Nah itu aing kalo sayang org gk main2, cuman kalo dah kecewa maaf2 aja hehe mau bertahun2 juga aing gk perduli, sama sebaliknya pasti",marah
"Mimpi pergi supermarket beli macam barang ingredients semua, semangat nak buat cookies bagai, Last2 terbangun semuanya mimpi. Sedih betul",senang
"""Serius vin ihh"" ia akhinya menggerutu kesal karena merasa saya permainkan pertanyaannya. ""Ga kehatean aja"" Dengan senyum tipis saya ucapkan. ""Aneh banget,udah ahh aku kesana dulu"" akhirnya ia pergi bertegur sapa dengan teman yang lain lagi.",senang
Yg kaya gini ttp aja masih banyak yg benci. Heran aing,terkejut
Aww merasa malu wkwk,takut
Makanya sekarang aku paling muak ngeliat acaranya dan pemandu acara Si apapun temanya.. selalu yg di pojokkan Pak Jokowi/pemerintah,jijik
INI TUH EFEK SAMPINK TERLALU GUGUP CUHH GAADA SANGKUT PAUTNY W HOBI NGATAIN,senang
bila kw menangis hatiku pun bersedih. bila kau senang htku pun berbunga. bila kw gelisah htku pn bergejolak. ini semua karena. kita SEHATI,sedih
"I feel the same,biarpun skrg msh belum gajian,tp smnjk mulai kerja my mom sering buat wishlist ntr dia kalo aku udh start gajian ,rasany senang campur sedih ,senang krn mama selalu berdoa agar anaknya kerja sebagus dan setinggi mungkin , sedih krn liat wishlistnya byk bgt :|",senang
"Yg jelas-jelas ajala gausah banyak bertele-tele, Malah jadi risih nantinya.",senang
"hahaha kalau u xpe, meh la borak lagi hahahaha, jaga2 ya... i think he likes u, jgn terkejut terbangun pukul 3 pagi ada yg gigit kaki I",terkejut
BANGGA GUE PLS,senang
"Aku dpt call dr ank sulong arwah ptg semlm sgt terkejut, bila dia beritahu ""abg as... Ayah dh takde"" baru masuk hari y ke 11 aku berhenti kerja ak dpt tahu pesakit yang aku jaga setahun lebih dh takde..Allahu..aku sllu ingat y hari terakhir aku kerja, arwah menangis seolah -",sedih
malu bngtt [nutup muka],takut
Syukur alhmdulilah..termakbul doa,senang
Ada yang susah masih tersenyum Ada yang lelah tapi tak kerasa Ada yang bersedih tak ada yg peduli Ada yang kesal hanya memendam Ada yang mbatin tapi membisu Ada yang berusaha tapi sendiri Ada yang kejam tapi orang terdekat Ada yang tak peduli tapi tak disangka.,sedih
"Keren nih, siapa yg nge tweet? Yg likes dan retweet banyak ya. Semua sangat agamais dan mudah tersinggung. Anyway, Indonesia 85% - nya muslim, gimana mau anti Islam? Menurut malah kurang kontra, masih banyaknyg diem2 aja kalau ada pengrusakan dll.",senang
Bener Tl gue ga kondusif lagi Aku kesal banyak kemakan ramalan yang belom tentu 100% bener,marah
"Udah kek wota aja tiap kali ada member potong rambut langsung terpesona , coba pap kaka kmu drun",terkejut
"saya amat sangat kecewa dgn penanganan yg saya terima. Semua manusia ada batasannya, tapi kalau hanya untuk tau dimana paket saya, menyampaikan complaint saya sebaik-baiknya despite ketidakpastian berjam-jam, telfon saya dgn tidak sopan dimatikan secara tiba2 saat bicara",sedih
pdhl aku cocok sama ono km benci aku krn aku rebut ono kan!!!!!!!!! jaWAB FIKA,marah
Syukur deh kamu sadar sekarang suda pagi. Aku sungguh bahagia,senang
perform is amazing .... terpesona dengan gerakan dance nya yang benar-benar ngikutin irama ditambah nuansa panggung nya,terkejut
"jauh apa?aku kt penang bodoeee,kecewa aque dngn kamue",sedih
"itu knp gue benci bgt. mrk yg enak kita yg sengsara,ga sbntr buat nyembuhin ini,gue hrs nunda pendidikan bahkan ngerelain gaikt tes STAN krn ada tes kesehatan&amp;fisik yg ga mgkn bgt bs lolos saat itu. hak kalian si mau ngerokok,tp perna mikir ga kl dampak ke org lain separah itu?",marah
Makanya jgn naruh harapan sm org jd kecewa kan Pdhl ak jg gt,sedih
"""aduh aduh aduh ponakan om yang paling ganteng yang besok mau disunat, sini ditepuk tepuk dulu"" ""jangan kenceng kenceng bang, anak gue lagi gugup banget ini""",senang
Muak bangets gue sama gayanya si BANGSAT ini......SUE LU JOK,jijik
"Cewek kalo kecewa mulutnya aja yg jahat, padahal mah hatinya nangis.",sedih
"Bang, Martabak 1 ya Yang manis apa Yang telor Gak usah Yang Yangan deh, kitakan ga ada hubungan apa2, risih tau di gituin ... Bodo amat... Bngsaatttttt",senang
Gua ga pernah liat lu kasih emot kek gitu mangkannya jijik,jijik
"Aku kira ini hanya akan terjadi dengan teman temanku di Sulawesi, Kalimantan dan lainnya. Aku merasa lucu tapi sedih",senang
"Kemudian saya sholat. Setelahnya, rasanya saya menjadi lebih tenang. Amarah, rasa kesal, rasa kecewa dan marah mulai melunak. Kemudian saya menghampiri ibu lagi. Setelah berbincang cukup lama. Walaupun saya tidak sampai menceritakan semua masalahnya. Itu membuat saya sangat lega.",senang
Menangis bahagia melihat ini huwaaaah gk tau hamidunnya eeeh pas publis tau tau dah gendong baby girl omaigaat Congrats! So happy for both of you ozil nuuurrr,senang
"Pft aku ga berharap mereka balikin awardnya buat daniel, krn itu impossible. Cuman kalian itu sadar diri dikit kek, gamalu apa jadi bahan ketawaan? Abis bikin trending sampis yg ternyata bukan daniel yg nerima award, skrg idol kalean yg dpt award gantiin idol lain. Karma ngeri ya",takut
takut tidur sama guling,takut
kalo makan martabak mbok ya atas bawah sekalian gt jangan dilepasin satu-satu gt risih liatnya (?),marah
Mindset taknak muntah jelah. Penat ah nak muntah bagai orang dahla penat dah,jijik
"Sad, kecewa coba bikin egg tart bel, siapa tau nanti sungjin muncul",sedih
katanya baguus ya? pengen nonton tp gara-gara liat cuplikannya ada yg bacok pala jd ngeri,takut
"Menghitung Januari pada tiap enam puluh menit yang berlalu dengan sesal, enam puluh menit yang akan datang dengan cemas, tapi waktu memaksa hidup dalam enam puluh menit yang sedang berjalan.",sedih
Jangan sampai umat islam murka kelar hidup loe,marah
Terkejut i,terkejut
HAHAHAHA DAH WEH. WEH FON JATUH ATAS BIBIAQ AKU. TERKEJUT,terkejut
"pokoknya si mba2 farmasi itu ada mslh sm temennya bukan sama dia trus dia jg ngebongkar aib mba2 farmasi gt. Dan di ss an chat juga, awalnya yang salah adalah tmnnya mba kasir. Makannya mba farmasi murka. Pokoknya mba kasir sm mba farmasi sm aja klakuannya",marah
"Ni kebiasaan bgt nih tiap mau ke tempat baru pasti overthinking, cemas berlebihan.",takut
"Awas, jangan terlalu mencintai nanti jadi benci",takut
Syukur kaga ada. Udh deg2an,senang
"Yg seharusnya tidak terlalu tersinggung kalau disebut azab, karna definisi azabnya udah ga jelas seperti ini. tidak sepesifik sebabnya dan tidak ada benang merahnya antara sebab dan akibat, yang tidak merasa berbuat kesalahan juga ikut tersinggung.",senang
"HAMPIR SEMUA cowok BERHASIL MEMBUAT AKU MUAK, MAAF.",senang
hidup ni penat,jijik
Sedih klo ga mutualan ama kmu,sedih
MALEM MALEM BIKIN TERKEJUT,terkejut
"Mungkin tiga sampai empat lagu, satu lagu ditambah dance juga kalau mood sedang bagus. Wah, pasti senang, dong. Nggak perlu bayar tapi bisa nonton konser eksklusif. Bagus kalau begitu.",senang
"Pernah suka sebelum duka, Pernah tertawa sebelum semuanya terluka, Pernah bahagia sebelum corona ada, Tuhan hanya ingin mengingatkan kita agar kita kembali kepadanya.",senang
"Udah biasa kalo malu-maluin, Kak!",senang
kalo gw sebutin banyak yg akan tersinggung krna gw jga kehilangan sumber bahan bacaan dan satu lg simpatisannya jga bnyak takut gw kena bacot,marah
wajib sujud syukur ini,senang
"Wanita luar biasa yang selalu mengajarkan ilmu ikhlas, ilmu perjuangan, membantu tanpa pamrih, tak mau dikasihani. Intinya selalu mengajarkan berjuanglah untuk apa yg kau harapkan. Maaf sampai akhir hayatmu kita masih hidup sengsara, aku blm bisa memberikan ...",sedih
"Bikin yg ada aj kak, klo gada jgn dipaksa nanti kecewa",sedih
"Negara lain memilih lockdown dengan mengorbankan ekonomi, di sini justru terbalik dengan mengorbankan kemanusiaan... Sedih, WNA asing masih bisa masuk, konflik horizontal pemudik x pemukim, kebijakan lempar batu sembunyi tangan...",marah
maintenance la pulak terkejut ler tu banyak yuyu join main hahahhahaa..,terkejut
"Reporter aja terpesona, apalagi saya manusia biasa yg cuma hobi rebahan",senang
"Ngeri banget yg pacaran mah bentukannya begini. Mnding mblo aj k xixixi,,",senang
"dimana kabar bohong?yg benci itu yg merusak tempat ibadah umat islam, kristen protestan radikal mengatasnamakan Laskar manguni tuama minahasa...paham kau!!!? kalau kau banyak bacot jangan2 memang kau salah satu orang minahasa di perantauan atau akun yg menyamar",marah
risih ciriwit kimi. hih!!,marah
Kalo ngga tahun ini ya tahun depan lah dicabut nyawanya dia...biar ga bikin sengsara orang byk...aamiiinn...,sedih
"sebel juga fliss sama temen w,dia awal pas pembagian nem smp sedih nem e kecil,pas ppdb nangis2 takut ga keterima dimana2,eh akhirnya dia pake jalur kjp tapi sombong nya minta ampun ini yang membuat ak kesal hikss",marah
Gue baru sadar. Ini sedih banget liat ava sendiri wkwk,sedih
Aku juga lg rewatch ini makin terpesona sama ketampanan dan kharisma Dr Cha,terkejut
"Palingan juga begitu penjelasan aparat. Tak heran Klo ada yg bakar Quran, melukainya atau membunuh ulama. Gangguan jiwa!! Selesai. Umat Islam sabar",marah
Rasa bangga jap ambik acca tengok financial statement duck ni,senang
Malu bossku,jijik
aku ramal cebi bakalan kesal &amp; ngata ngatain durex,marah
"Uhhuuukkkkk... Ikut senang dong Neng, Akaaang... Bahagia selalu ya, Kang.. GBU.",senang
"Eh tapi tadi kepikiran ""oh iya bisa aja ya mereka udah muak sama kuliah"" kaya gua",senang
"Dulu biasa-biasa aja terus di bilang risih kemudian di blok, cobaan dari mana lagi coba skripsi aja belum kelar terys di blok lengkap sudah penderutaan.",senang
"Gue selalu muak kalo baca kalimat itu. Kaya seolah-olah gue itu salah banget dan harus ngerasain jadi orang tersebut. Tapi giliran gue udah nyoba buat mengerti dan memahami, orang itu kaya tai.",jijik
"Sebenarnya target utamanya bukan kalian. Hanya saja karena si target sedang jauh dari jangkauan, ia jadi kesal. Kebetulan ia juga kurang suka dengan keluarga kalian karena dekat dengan si target. Karena itu sasarannya berubah haluan menjadi keluargamu Pul.",marah
"... So pstix ada yg berani, knpa ksih kesal ahha cocok cwek itu hrus dapet. Pastix ada yg sudah menyerah n msih hidup.",senang
Waah syukur deh kaak.^OV,senang
wah saya bangga dgn kegigihan kamu,senang
NGAKAKKKK JIJIK,jijik
Tapi ternyata diamku membuat semuanya bertanya2 bahkan membuat tersinggung orang lain,sedih
Gpp mek yang penting lu seneng matinya sengsara,terkejut
Disalahin mulu duka nya,sedih
"Pembatasan sosial berskala besar, darurat sipil lah...Jancuk..! Rakyat udah capek ngadepin badai pandemi yg merontokkan semua sendi kehidupan ekonomi dan sosial, skrg ditambah kelakuan pemimpinnya yg bikin muak. Enough ia enough!",marah
YAAALLAH AKU BANGET!!! auto merepet repet ibu ku kesal,marah
gue sangat bangga dengan tangan nya ):,senang
"nak duit untuk pakai konvo, esok diorg last payment, rm 250 dapat tu pun dah rasa bersyukur, Kalau laa ada orang nk tolong untuk konvo kita allhamdulilah. syukur selalu...",senang
ishhh.... ya bener sih..... tapi kesal,marah
Ngeri anjir si Charlotte :'(,takut
Kalo kecewa inget pas lagi seneng bareng,sedih
Anak broken home itu selalu berusaha menciptakan senyuman dibibirnya walau sebenarnya hati nya sedang sakit dan kecewa,sedih
Tanda dia dh penat,jijik
"Doi pulang, rasanya seneng tp sedih. Smg slamet sampe tujuan, terhindar dr virus virus ala.",senang
Subhanallah bapak ini kayaknya buta mata dan buta map ini ngeles alasan orang goblok heran orang seperti ini kok bisa jadi pejabat...semoga pejabat tdk pemikiran ordebaru hidup suka hati menghancurkan negara,marah
1 pengusaha moral meyakini bahwa masyarakat terdiri dari pluralitas pemahaman apa yg terbaik. namun apa yg terbaik versi pengusaha moral dapat diciptakan bahkan untuk tujuan oportunis. ngeri bat!,marah
Sendiri dengan rasa ini Sendiri dengan duka ini Karna aku hanya menunggu Rasa ini hilang Untuk tidak mengharapkan mu Terlalu jauh,sedih
"Jangan menunggu bahagia untuk tersenyum, tetapi tersenyumlah untuk bahagia.",sedih
"kalo komentar itu jangan nebak2. kalo sange nya sampe grepe sembarang orang, iya jijik. ngeliat orang ngetwit sange langsung jijik? ckck lu yg munafik kek hidup di jaman batu",marah
sejenak lupakan penat dan gelisah hati me,marah
Nanti saya murka,marah
Iya aku maafin aku mikirnya juga toh cuman temen ini tapi makin lama makin ngerasa dia nyoba deketin aku lagi dari yang tahun baru kemaren dia ngajak main tiba tiba udah nyusul tanpa persetujuan aku yaudh aku iyain aja tapi makin lama makin risih aja gitu,sedih
"Hiii sama. Kayak gemes bgt ga sih mbak, murka bgt sampe gatau mau gimana lagi",marah
"Kalo aku sama kakak sepupu, aku exol dia army. Tapi ya syukur aja karna yg ngajak ngobrol duluan dia haha, bahkan kmrn berita ttg chen dia yg nanya2 mulu",senang
Takut ditagih utang,takut
manis g senyum mm,senang
Malu anjirr,takut
Syukur dah 19 buat cara 19. Happy birthday acap,senang
Hehe syukur kalau suka,senang
"wanita ga suka cowo yang = jorok, pelit, gugup, sombong, kasar, agresif, penilai, ribe dan tukang keluh",marah
"Ya gmn gak muak sih, giliran dah percaya bgt sm seseorang, akhirnya dibohongin jg, like asdhfkdlsllkl???!!!",senang
"Aku mendengar perbincangan rekan kerja ku yang beda bagian pagi ini muak sekali, astagfirullah Ya Allah maaf",sedih
soalnya aku emang lucu banget.... terus malu sendiri,terkejut
"""WAH! ANAK MANE LU?!"" kesal pisang ambon sambil menaikan suaranya, menunjukkan bahwa ia kesal saat ini ""BARU SEHARI DISINI DAH BELAGU LU. MAU GUE OSPEK?!"" tantang pisang ambon sembari memasang mimik marah ""hajaaar mbon. Cekek aja cekek"" kompor si kepok",marah
Dok saya lihat akun orang luar dgn centang biru terheran2 kenapa bisa indonesia tidak ada sama sekali..2 akun.. saya juga heran sebenarnya..malah jadi khawatir sebenarnya..,terkejut
Hitler juga tampangnya kaya Chaplin. Pinokio apalagi lucu tapi buat rakyat sengsara.,terkejut
"Masih! Temen gue dimaki-maki perkara bilang bikin scramble egg liat di utube chef terkenal bukan chef abal2, dia tersinggung",marah
Boleh ga disini aja until tomorrownya soalnya aduh di ig tuh bisi malah terpesona gt ternyata aku udah byutipul dari dulu.. nih foto dikirimin tybo gilasih ga ngerti lagi kerudung nya hits banget..,terkejut
"Pastinya, keduanya telah melalui berbagai macam suka, duka, senang, sedih, dan ratusan kenangan yang dibuat bersama. Marilah kita undang mereka berdua untuk naik ke atas panggung, agar dapat menyampaikan perasaan mereka ke satu sama lain. (c.)",senang
"Waduhhh baru tau...... Bang Zombie rajin menabung juga ya Maaf bang, sy lagi senang hati",senang
Hahaha. Partey memang sedap. Dia punya level tak takut tu macam Bailly. Tapi versi tak senang injured.,senang
"Guys i need your help for now. Kawan aku ada tertipu dgn numbr ni, dia ckp mak bpk dia meninggal tah apa pastu pinjam duit dkt kawan aku, bila dh bg dia terus block. Ada sapa2 kenal numbr ni tak? Kalau ada tlg slide dkt dm hati2 tau jgn pakai nama mak bapak demi duit. Derhaka",jijik
Jijik parah anying,jijik
"Klo dari ketinggian suka takut tiba2 loncat pengen nyobain jatoh (gatau lah ini aneh bgt), ayam, ikan hidup yang keluar dari air terus loncat2 (geli sih), kecoa terbang",takut
"Akhirnya Hanum menggoncang-goncangkan tubuh Angga yang berada di sisi kiri. Ngggaaa.. bangun Nggaa. Hmmm. Ngggaaa bangun dong dek, ehlah. Gerutu Hanum. Angga mulai membuka matanya yang masih terasa berat, menatap Hanum kesal. Apa sih mbak?",senang
"Maunya gitu. Tapi karna ogut tim eek jongkok jadi kalo buat tdr di wc ngeri kesemutan smpe keram:""",senang
Hahaha. Partey memang sedap. Dia punya level tak takut tu macam Bailly. Tapi versi tak senang injured.,senang
Kata orang2 kantor biasanya mah &gt;11% tp tahun ini cuma 7.5an persen pdhl itu aja ku udah bersyukur sekali eh pas dikasihtau gt jd agak kesal krn itu kan buat setahun kedepan wkwk tp yaudah gpp ._.,senang
"Aku tahu bang Jerome bisa! Semangat! Hadapi dengan santai, kalau gugup ntar malah ga nyaman ._.",senang
Wak gara-gara ko cakak jo tetangga kos wak ma da. Wak suruah bunuah anaknyo. Kesal wak,marah
Takut menceburkan diri ahh ke laot saking lamanya ngejomblo,takut
"Who knows karena aku atau dia sendiri (?) Yg jelas, ketika aku merasa tersinggung, I told him/her that Im offended by this word. Aku bilang baik2 dengan kata maaf. Ternyata, bukannya dia minta maaf, justru menjauh setelah itu.",senang
ngeri yah wkwkwk,takut
aku kira aku saja yang kesal,marah
"Niat mo masak lauk buat saur ehh tetiba gasnya abis. Sial. Untung gw jenius pny byk akal,jadilah ceplok telor di rice cooker awokwowkwowk berhasil dan enak dong tentunya. Duh rasanya bangga bgt aku jadi diri aku ini.",senang
Mula tak muak dah lama lama muak,jijik
"Maaf ya udah bikin kamu cemas, akun kamu terindikasi aktivitas mencurigakan pastiin kamu udah sesuai ama syarat dan ketentuan Shopee ya. Tenang yah, mimin bantu cek. Yuk DM mimin username ama email aktif kamu ya. Mimin tunggu",senang
"Gua lebih heran nya ke elu, ngapain nanyain ini coba?",terkejut
Heran deh kok ya kesalahan org tuh di bahas2 aja di korek trs sampe dalem? Semua org pnya kesalahan di masa skrg maupun di masa lalu. Chill.,terkejut
Ngeri ah kalo mantep2,takut
"Sekarang aku pengen ngajak kalian army, yang lihat tulisan ini buat donasi, atau sekedar follow aja dulu. Lihat cerita mereka. Suka duka nya mereka. Suatu saat kalo ada rejeki baru donasi. Akun itu isinya tentang sebuah usaha membantu pendidikan anak"" Pedalaman Papua.",senang
"heran aja, harus banget ya klw posting foto FPI disertai nanyain BANSER dimana? pdh BANSER dari kmrn beberapa minggu lalu sdh bergerak ikut menangani covid19, tp keknya gk ada postingan yg nanyain ""FPI dimana?""",terkejut
Takut ya....,takut
semangat yaa!! jangan gugup dan omongin baik-baik juga jujur oke!,senang
"U CALL PUN X BERANI,,, NANTI TAKUT KO KENCING,,, RUGI JE AKU KE SANA,,,NANTI",senang
"Ngeri skrg ya bang, sudah tydak seperti dulu",takut
Nyangka krna aku yakin svt bener2 bisa besar sih mereka tuh punya ciri tersendiri beda bgt vibenya juga sukak deh inget bgt dulu dri yg tembok ijo klo kumpul temen yg kpopers juga suka aku setelan vidio mereka dah sampe pada risih wkwkwk ini lagi raf wkwkwk,senang
"Ye betul, kualiti air sangat2 penting. Nak senang kalau pindah tu tak lma mana, masuk dalam bekas kuih je. Air tak perlu banyak samgat.",senang
Terkejut aku... ingat marah aku tadi,terkejut
"Setelah sekian lama, aku mimpiin crush jaman kuliah dong mana banyak banget momennya lagi. Sampe kebangun juga masih berasa ini perasaan indah banget wkwk tpi tetep aja ujung2nya sedih karna waktu kutembak dulu ditolak sama dia asemmmm",senang
tak takut Malaya 63 taun d Sabah &amp; Sarawak 57 taun ari ari 1 bangsa 1 ugama saja d tindas tapi yg mindas sebangsa seugama bukan yg lain bangsa lain ugama ba apa yg mau d takut klu dari start mimang begitu..yg mau takut iala yg tak biasa buat kerja ba,takut
Weh penat gila balik terus tidoq and now bangun kelaparan,marah
"Belum pernah dikatain bambang rame2 sih, sebel banget gw. Bikin mulut gw murka aja",marah
Asli coy ngeri,takut
"Glad to know, you can't hate others. Benci org dosa, kalo ga seneng, ngomong lgsg aja",marah
". Aku juga excited nunggu Mbak lahiran, ikut deg-degan juga. Huhuhu, syukur kalau gituu! Salam buat si dedek kecil.",terkejut
Bila kita pakai night scope? Aku benci thermal scope. Kau main dengan sape ni haaa,marah
Untung buat Jokowi rakyat tambah sengsara di depak aseng,senang
"Goblok goblok, najis amit amit dah gw. Btw, kalo si rijik kena corona Gusti Allah murka sama siapa ? Sama Bani kadal al hoakki kan hehehe",marah
Ajing teriak anjing luh bilang tu zul ngk pernah boong yg mulutnya kayak comberan otaknya penuh dgn sirik benci luh habis makan apa brow,marah
ya allah puas rasanya tengok Dato Rizalman sekolahkan vivy &amp; artis artis yg demand bantuan khusus,senang
"SEMANGAT KA! semoga dilancarin ya sidangnya, jangan gugup biar lancar ka",senang
Menangkan diri melawan rasa Kecewa,sedih
Yg terakhir kok gua jijik ya:'),jijik
Mbangun 57 lantai dlm 11 hari? Takut pak itu semennya udah pd kering blm ya?,takut
Kalau bersih kenapa risih,senang
"Jika manusia murka dengan apa yang dia dapatkan di dunia ini, maka Tuhan juga bisa melakukan hal yang sama",senang
Gue ga di aduk..jijik aja liat nya klu diaduk..,jijik
Gx kuat aku reporter aja ampe terpesona ma nunu,senang
"Setuju! Lalu sujud syukur krn ga perlu buang waktu memproses interview, ud dikeiatanin bobroknya pelamar..",senang
Seru si tapi ga puas aja wkwk,senang
knp smpai segitu benci nya km knp harus aku yg jadi kyk gini gmn aku mau lanjutin hidup ku kasih aku satu kesempatan utk berjumpa dgn mu spya hati ini tenang... dewasa la... aku cuma ingin tau apa yg semua terjadi... jgn dulu pake emosi,marah
"Scroll gambaq pastu nampak gmbaq akmal yg baru baru ni dia hntaq tunjuk dia botakkkk. Pernah skali dia tanya , ""cenna kalau abang botak, not like botak licin but botak ada rambut sikit"" At first terkejut pastu macam, it is up to you. I still love you hehe",terkejut
Atuh iya lah pingin puas ma sy,senang
gugup bgt liat org nyindir kaya tkt ak yg disindir pdhl blm tntu tp tkt aj gt,takut
Kok gue jijik yauu,jijik
Kamu SOpan Aku Senang,senang
"Halah gue ngerasain hal itu, cmn risih aja gara"" telat dikit doang harus spam spam wkwk",jijik
"Mungkin saat nanti kita bersama , kan berbagai rasa dalam suka duka :')",sedih
"Gua jijik wkkw mang ngapa? Terlepas dia balas gua pake karya dia ya bodo amat sih gamikirin itu, pokonya yang gua liat diatas, iti bikin gua jijik nyengir.",jijik
[malu banget],takut
"serius jeung percaya eta pamaeh, mun serius teu satuju eta jadi bahan bercandaan beda deui. karunya eta corona teh musibah keur duka di china",sedih
Maksut saya tuh motor apa aja ya salah apa lg motor busuk. Kek takut aja notor ilang,takut
Aww jadi malu Jangan lupa sarapan,takut
ak gabisa marah bisanya cuma nangis,marah
Terkejut qkak,terkejut
"Beliin lu boba 1 gelas keburu diminum sendiri div gatau kapan bisa ngasihnya,kalo 5 liter kan gabakal gue minum ngeri diabetes aja wkwk",takut
Bener gk tersinggung juga jdnya,marah
Belum puas dia rasa AZAB dari TUHAN yang di berikan untuk'nya.. Menyandang status Ustadz tapi menyumpahi orang lain. Yang pantas mati kau...,marah
Kannn siot do terkejut aku,terkejut
Aku terpesona..,terkejut
"Hi bangsat,,,kau mngaku2 muslim. Tdak pernah ada dlm jiwa org muslim sejati yg sprti kau ini ""saat agama/tmpt ibadah nya dinistakan"" dia tdk marah... Sburuk2 org muslim pasti akan murka jka agama/tmpt ibadah nya dinistakan.",marah
Aku bangga memiliki kalian..,senang
"Temanku emang banyak tp yg aku anggap sahabat-saudara cuma satu, kamu. Hah g tw jg sih, aku ini masih sahabat mu atau bukan hehe. Makanya pas kamu dm aku, aku kaget, marah, seneng sekaligus kesal.",marah
"Sebetulnya agama Islam jg tdk membolehkan merusak tempat memuja sesembahan agama lain, tp entah itu para kadrun sukanya kalap rusak2 tempat ibadah agama lain...sy muslim jg heran mrk yg spt kitab sucinya apa",marah
"AAAAAAA mulai murka nih kerjaannya mulai liatin makanan terus, udh bosen makanan rumah",marah
"aku dah kataaa, shu senang jeeeeeeeee",senang
Cih jijik sama cowo macem gini,jijik
Takut sama lu tem,takut
iya makanya ku kasian sama anak anak nya yang ikut buat kelas itu. kalau mamak mereka tau apa ngga murka. duit yang dia pakai dipakai buat bayar orang biar dilatih tarian yang 1 menit aja nga ada.,marah
Gua malah jijik sama aroma nya,jijik
"terkejut aku, baru nak tarik selimut HAHAHAHA",terkejut
"Capek gaesss, panas gaessss banyak duka Ny gaess gek tekacip atek bis, mk siang dk acak pegi siang, atek bis soalny",marah
Cebong? Lg terpesona sama itu tuh tuh tuh tuuuuh masa g liat lagi atur langkah kakinya jalan pelan2 sambil langak longok biar dijeprret kamera,terkejut
JIJIK LIAT REP2 NY,jijik
Lu semua yg senang saat momoring mau nangis FUCK YOU. Banyak elf juga yg nyuruh heechul putusin momo itu yg kalian sebut senang,senang
HUFT AKU GUGUP.,takut
"Emang dasarnya benci Anis, tapi kita bisa lihatlah partai mqnq yg ngotot, kelompok mana itu pasti kacung2 reklamasi yg gagal mereka dendam kepada P Anis",marah
Biar bang alif makin terpesona ngeliat lu nisss ett wkwk,terkejut
Kan aku dah cakap lenkali makan kobis dekat mamak je senang,senang
"terkejut tibe naik call even aku call sekali je dia tadi, selalu dia susah sedar babee .",terkejut
Ngeri jg,takut
Untung gak separah gua hih ngeri orang jaman sekarang ungkit ungkit masa lalu,takut
Tapi aku kadang kesal sama cube,marah
"Jika kamu sedang jatuh, bertindaklah layaknya pemenang Sahabat. Segeralah bangkit dan buat dunia terpesona",senang
Ngeri kali bu,takut
"Iyaa Dee, bangga banget denger speech dia masih gak nyangka itu Jeno yg semalem",senang
"video bokep tuh panjang2 durasinya apa ga sakit ya, gue kmren lebih dari 10 menit aja rasanya risih banget.",sedih
"emang si villain ribet amat, kek apaansi lo drama banget tapi seenggak sukanya w sama dia tetep aja sedih",sedih
"Heran juga saya sama MUI, org macam Ayah Naen kok bs jd Wakil Ketua MUI. Emang gak ada org lain di Indonesia ini yg lebih baik akhlak dan ilmunya???",terkejut
Bikin Senang.,senang
"""sapa neh?"" kesal ambon yang di ikutin lirikan sinis oleh si kepok ""wah anak baru belagu nih mbon"" ujar kepok mengompori ""heh anak baru. Jangan sekate kate lu ya! Lu tau ga, kita disini penghuni lama!"" gertak ambon kesal ""oh ga laku"" sindir si raja sambil terkekeh geli",marah
Malu sama krudung neng. Itu mulut,jijik
